1.497892e-007 -4.156775e-003 3.879976e-003 -2.929653e-003 8.746980e-003 -2.501586e-003 2.164749e-003 -5.548649e-003 3.448076e-004 
1.534382e-007 -7.710791e-003 4.018380e-003 -1.821159e-003 2.804212e-003 -1.951614e-003 2.699132e-003 -4.289346e-003 6.251033e-003 
1.551250e-007 -2.343506e-003 2.802445e-003 -1.268230e-003 4.948518e-004 -3.205325e-003 2.208670e-003 -2.589166e-003 3.900105e-003 
1.547215e-007 -7.249749e-004 1.638472e-003 -5.872678e-004 -9.535669e-005 -2.940451e-003 1.958023e-003 -2.142390e-003 2.893791e-003 
1.545330e-007 -6.197820e-004 1.379372e-003 -4.172779e-004 -1.128511e-004 -2.555764e-003 1.694844e-003 -1.910904e-003 2.542208e-003 
1.545628e-007 -7.026082e-004 1.184591e-003 -3.604599e-004 -1.394682e-005 -2.142573e-003 1.489439e-003 -1.714378e-003 2.259782e-003 
1.545808e-007 -5.134128e-004 9.740664e-004 -2.822092e-004 -4.926256e-005 -1.922365e-003 1.346032e-003 -1.526302e-003 1.973299e-003 
1.545451e-007 -3.593124e-004 8.270253e-004 -2.157204e-004 -9.018835e-005 -1.769831e-003 1.230245e-003 -1.383020e-003 1.760648e-003 
1.545047e-007 -2.831026e-004 7.333542e-004 -1.736951e-004 -1.055348e-004 -1.638413e-003 1.133380e-003 -1.273672e-003 1.607528e-003 
1.544666e-007 -2.410660e-004 6.607716e-004 -1.453344e-004 -1.072162e-004 -1.521029e-003 1.053380e-003 -1.184901e-003 1.485240e-003 
1.544336e-007 -2.029630e-004 5.997727e-004 -1.226573e-004 -1.094075e-004 -1.423957e-003 9.869178e-004 -1.109520e-003 1.381661e-003 
1.543960e-007 -1.707087e-004 5.502739e-004 -1.043056e-004 -1.118040e-004 -1.343137e-003 9.302930e-004 -1.045300e-003 1.294534e-003 
1.543612e-007 -1.460212e-004 5.102562e-004 -8.983481e-005 -1.128972e-004 -1.273770e-003 8.813641e-004 -9.902860e-004 1.221034e-003 
1.543229e-007 -1.271246e-004 4.769024e-004 -7.830873e-005 -1.127427e-004 -1.213021e-003 8.387584e-004 -9.426067e-004 1.157989e-003 
1.542880e-007 -1.117903e-004 4.484623e-004 -6.887459e-005 -1.120468e-004 -1.159566e-003 8.013586e-004 -9.007689e-004 1.103071e-003 
1.542495e-007 -9.906362e-005 4.240033e-004 -6.103426e-005 -1.110950e-004 -1.112261e-003 7.682292e-004 -8.637263e-004 1.054793e-003 
1.542139e-007 -8.847349e-005 4.028133e-004 -5.447196e-005 -1.099500e-004 -1.070069e-003 7.386514e-004 -8.306882e-004 1.012034e-003 
1.541747e-007 -7.961876e-005 3.842790e-004 -4.893850e-005 -1.086528e-004 -1.032145e-003 7.120680e-004 -8.010196e-004 9.738740e-004 
1.541382e-007 -7.213300e-005 3.679182e-004 -4.423198e-005 -1.072631e-004 -9.978435e-004 6.880307e-004 -7.742034e-004 9.395719e-004 
1.540981e-007 -6.574077e-005 3.533675e-004 -4.019784e-005 -1.058264e-004 -9.666467e-004 6.661714e-004 -7.498212e-004 9.085399e-004 
1.540606e-007 -6.024046e-005 3.403418e-004 -3.671800e-005 -1.043702e-004 -9.381273e-004 6.461878e-004 -7.275326e-004 8.803050e-004 
1.540196e-007 -5.547688e-005 3.286096e-004 -3.369950e-005 -1.029112e-004 -9.119283e-004 6.278299e-004 -7.070566e-004 8.544790e-004 
1.539811e-007 -5.132532e-005 3.179817e-004 -3.106763e-005 -1.014615e-004 -8.877519e-004 6.108896e-004 -6.881591e-004 8.307401e-004 
1.539391e-007 -4.768537e-005 3.083032e-004 -2.876200e-005 -1.000297e-004 -8.653482e-004 5.951917e-004 -6.706434e-004 8.088198e-004 
1.538995e-007 -4.447618e-005 2.994460e-004 -2.673350e-005 -9.862157e-005 -8.445058e-004 5.805877e-004 -6.543434e-004 7.884928e-004 
1.538567e-007 -4.163219e-005 2.913034e-004 -2.494185e-005 -9.724067e-005 -8.250446e-004 5.669513e-004 -6.391177e-004 7.695685e-004 
1.538163e-007 -3.909968e-005 2.837857e-004 -2.335376e-005 -9.588909e-005 -8.068102e-004 5.541743e-004 -6.248457e-004 7.518846e-004 
1.537727e-007 -3.683426e-005 2.768169e-004 -2.194149e-005 -9.456786e-005 -7.896695e-004 5.421636e-004 -6.114235e-004 7.353024e-004 
1.537317e-007 -3.479902e-005 2.703325e-004 -2.068178e-005 -9.327731e-005 -7.735076e-004 5.308387e-004 -5.987614e-004 7.197022e-004 
1.536876e-007 -3.296308e-005 2.642772e-004 -1.955500e-005 -9.201724e-005 -7.582245e-004 5.201295e-004 -5.867813e-004 7.049807e-004 
1.536461e-007 -3.130046e-005 2.586036e-004 -1.854452e-005 -9.078707e-005 -7.437329e-004 5.099749e-004 -5.754155e-004 6.910482e-004 
1.536018e-007 -2.978920e-005 2.532706e-004 -1.763614e-005 -8.958599e-005 -7.299562e-004 5.003215e-004 -5.646045e-004 6.778263e-004 
1.535602e-007 -2.841062e-005 2.482425e-004 -1.681770e-005 -8.841305e-005 -7.168274e-004 4.911223e-004 -5.542961e-004 6.652465e-004 
1.535159e-007 -2.714877e-005 2.434883e-004 -1.607873e-005 -8.726718e-005 -7.042870e-004 4.823357e-004 -5.444443e-004 6.532485e-004 
1.534744e-007 -2.598995e-005 2.389808e-004 -1.541017e-005 -8.614727e-005 -6.922826e-004 4.739252e-004 -5.350085e-004 6.417791e-004 
1.534305e-007 -2.492238e-005 2.346961e-004 -1.480416e-005 -8.505219e-005 -6.807677e-004 4.658581e-004 -5.259526e-004 6.307914e-004 
1.533895e-007 -2.393586e-005 2.306133e-004 -1.425385e-005 -8.398084e-005 -6.697008e-004 4.581056e-004 -5.172447e-004 6.202437e-004 
1.533462e-007 -2.302153e-005 2.267137e-004 -1.375322e-005 -8.293211e-005 -6.590449e-004 4.506419e-004 -5.088562e-004 6.100990e-004 
1.533060e-007 -2.217168e-005 2.229809e-004 -1.329702e-005 -8.190495e-005 -6.487671e-004 4.434439e-004 -5.007615e-004 6.003242e-004 
1.532638e-007 -2.137958e-005 2.194003e-004 -1.288061e-005 -8.089836e-005 -6.388378e-004 4.364909e-004 -4.929379e-004 5.908897e-004 
1.532246e-007 -2.063930e-005 2.159588e-004 -1.249990e-005 -7.991135e-005 -6.292303e-004 4.297645e-004 -4.853649e-004 5.817693e-004 
1.531837e-007 -1.994566e-005 2.126448e-004 -1.215124e-005 -7.894303e-005 -6.199209e-004 4.232479e-004 -4.780241e-004 5.729390e-004 
1.531461e-007 -1.929409e-005 2.094480e-004 -1.183142e-005 -7.799254e-005 -6.108879e-004 4.169262e-004 -4.708990e-004 5.643777e-004 
1.531068e-007 -1.868053e-005 2.063588e-004 -1.153756e-005 -7.705905e-005 -6.021121e-004 4.107858e-004 -4.639747e-004 5.560662e-004 
1.530710e-007 -1.810141e-005 2.033691e-004 -1.126709e-005 -7.614182e-005 -5.935759e-004 4.048145e-004 -4.572376e-004 5.479871e-004 
1.530337e-007 -1.755353e-005 2.004712e-004 -1.101772e-005 -7.524014e-005 -5.852633e-004 3.990012e-004 -4.506756e-004 5.401248e-004 
1.529999e-007 -1.703408e-005 1.976584e-004 -1.078739e-005 -7.435335e-005 -5.771602e-004 3.933360e-004 -4.442776e-004 5.324652e-004 
1.529650e-007 -1.654052e-005 1.949245e-004 -1.057426e-005 -7.348083e-005 -5.692533e-004 3.878097e-004 -4.380338e-004 5.249955e-004 
1.529336e-007 -1.607060e-005 1.922640e-004 -1.037664e-005 -7.262202e-005 -5.615310e-004 3.824142e-004 -4.319350e-004 5.177041e-004 
1.529012e-007 -1.562231e-005 1.896719e-004 -1.019305e-005 -7.177639e-005 -5.539824e-004 3.771418e-004 -4.259729e-004 5.105805e-004 
1.528725e-007 -1.519384e-005 1.871436e-004 -1.002211e-005 -7.094345e-005 -5.465978e-004 3.719857e-004 -4.201401e-004 5.036151e-004 
1.528429e-007 -1.478356e-005 1.846751e-004 -9.862614e-006 -7.012274e-005 -5.393683e-004 3.669399e-004 -4.144298e-004 4.967992e-004 
1.528171e-007 -1.439002e-005 1.822625e-004 -9.713435e-006 -6.931386e-005 -5.322857e-004 3.619985e-004 -4.088358e-004 4.901250e-004 
1.527906e-007 -1.401190e-005 1.799026e-004 -9.573564e-006 -6.851642e-005 -5.253428e-004 3.571565e-004 -4.033524e-004 4.835852e-004 
1.527679e-007 -1.364802e-005 1.775922e-004 -9.442084e-006 -6.773007e-005 -5.185327e-004 3.524092e-004 -3.979745e-004 4.771733e-004 
